0,1,2,3,4,query_len,query_unique,title_len,title_unique,dif,dif_unique,query_title_same_len,samelen_query_rate,samelen_title_rate,q_t_all_len,q_t_unique_len,q_t_all_word_len,q_t_diff_len,q_t_diff_q_rate,q_t_diff_t_rate,query_diff_title,query_diff_title_rate,title_diff_query,title_diff_query_rate,dice,jaccord,query_count,title_count,lcseque_lens,lcsubstr_lens,ratio,jaro,jaro_winkler,cosine_similarity_tfidf,cosine_similarity,levenshtein,Pehrson,list_dis,word_list_similarity,word2vec_query_mean,word2vec_query_max,word2vec_title_mean,word2vec_title_max,word2vec_query_title_mean,word2vec_query_title_max,jaroWinkler_jaro_mean,jaroWinkler_jaro_product,jaroWinkler_jaro_subtraction,cosine_similarity_Pehrson_mean,cosine_similarity_Pehrson_product,cosine_similarity_Pehrson_subtraction,title_tf_max,query_title_tf_max,title_idf_mean,query_title_idf_mean,title_tfidfvec_mean,title_tfidfvec_max,query_title_tfidfvec_mean,query_title_tfidfvec_max
2095,959 8570 15122,9,8570 989,0,3,2,2,1,1,1,1,0.33333334,0.5,5,4,4,3,1.0,1.5,2,1.0,1,0.5,0.4,0.25,2,1,5,5,0.45454547,0.5595238,0.5595238,0.41,0.41,9,-0.57735026,0.4,0.0,,,,,,,0.5595238,0.3130669,0.0,-0.08367513,-0.2367136,0.9873502,0.5,0.4,0.3010299956639812,0.6237125054200235,0.025566039419389373,0.39974466056953817,0.03586136772897547,0.29381658025518936
674,3053 78104,3,3053 78104 196 16 24 43521 23 409 37,0,2,0,9,7,7,7,2,1.0,0.22222222,11,9,9,7,3.5,0.7777778,0,0.0,7,0.7777778,0.36363637,0.22222222,1,1,10,10,0.4347826,0.7592593,1.0,0.47,0.47,26,-0.494876,0.36363637,0.0,,,,,,,0.8796296,0.7592593,0.24074072,-0.012437999,-0.23259172,0.964876,0.1111111111111111,0.18181818181818182,0.9542425094393248,0.9744971305662293,0.045862338560330035,0.2331503239825221,0.04566465883324787,0.2309921373437767
466,65458 49769 959 521 622,2,19161 658 31 1245 19578 5244 13907 3234 1544 4672 49769 85 2787 9 5419 31,0,5,4,16,14,11,10,1,0.2,0.0625,21,19,19,18,3.6,1.125,4,0.25,14,0.875,0.1,0.05263158,1,1,18,7,0.375,0.48202676,0.48202676,0.11,0.11,56,-0.78619736,0.26870748,0.0,,,-0.0025888881646096706,0.21213285624980927,-0.0025888881646096706,0.21213285624980927,0.48202676,0.2323498,0.0,-0.33809868,-0.08648171,0.8961974,0.125,0.09523809523809523,1.184051316278326,1.2905319267692896,0.05713668511311582,0.17635964104185456,0.058812022937456764,0.16943172475398804
909,15823 22213 10,3,61288 341 31 56 225 27 31735 22213 27 3913 225 16 15823 27 61288 25442 31,1,3,1,17,10,14,9,2,0.6666667,0.11764706,20,13,13,11,3.6666667,0.64705884,1,0.05882353,10,0.5882353,0.26666668,0.15384616,1,1,12,7,0.27586207,0.47760382,0.47760382,0.21,0.21,61,-0.48656183,0.19,0.0,,,,,,,0.47760382,0.22810541,0.0,-0.13828093,-0.102177985,0.6965618,0.17647058823529413,0.15,1.115431317902307,1.148547593122476,0.050672343850326824,0.20664553937359686,0.051989032421600086,0.2008335459535446
402,867 80346,19,20 14573 377 1584 122 2308 70572 1395 36 867 89767 49283,1,2,1,12,11,10,10,1,0.5,0.083333336,14,13,13,12,6.0,1.0,1,0.083333336,11,0.9166667,0.14285715,0.07692308,3,1,6,5,0.18461539,0.4149471,0.4149471,0.2,0.2,50,-0.6770032,0.2,0.0,,,,,,,0.4149471,0.17218108,0.0,-0.23850161,-0.13540064,0.8770032,0.08333333333333333,0.14285714285714285,1.0791812460476249,1.122971882165624,0.054537740588605124,0.18570644417443233,0.056258488947974576,0.17682089704719348
934,174 3664 6668 8 2989 2154,8,3576 174 19361 6668 258 81 2989 2154,1,6,2,8,4,2,2,4,0.6666667,0.5,14,10,10,6,1.0,0.75,2,0.25,4,0.5,0.5714286,0.4,3,1,23,10,0.75409836,0.7366667,0.7366667,0.63,0.58,14,-0.4082483,0.73015875,0.0,0.003552777459844947,0.34945347905158997,,,0.003552777459844947,0.34945347905158997,0.7366667,0.5426778,0.0,0.08587584,-0.23678401,0.9882483,0.125,0.14285714285714285,0.9030899869919435,1.0257160374126455,0.045305318651486036,0.22905167444006783,0.046249292158052444,0.2223258275119327
302,2032 37723 16589 1013 37723,3,37723 16 1013 15 52 151 2032 15 52 27 1937 17 54 31 3665 125 15 1299,1,5,1,18,12,13,11,3,0.6,0.16666667,23,16,16,13,2.6,0.7222222,1,0.055555556,12,0.6666667,0.31578946,0.1875,1,1,18,8,0.37894738,0.568842,0.568842,0.3,0.3,51,-0.29061618,0.26224983,0.0,,,,,,,0.568842,0.32358122,0.0,0.0046919137,-0.08718486,0.5906162,0.16666666666666666,0.13043478260869565,1.20339575507773,1.2456445549906388,0.05057600260499529,0.21630516290279744,0.05231205861354195,0.2057160124125767
395,4320 5310 8 1320,15,47 22 1369 5310 8 174 8 665 82 52,0,4,2,10,7,6,5,2,0.5,0.2,14,11,11,9,2.25,0.9,2,0.2,7,0.7,0.30769232,0.18181819,1,1,12,9,0.48979592,0.56565654,0.6090909,0.2,0.43,21,-0.2338536,0.3809524,1.0000000000000002,0.003552777459844947,0.34945347905158997,0.003552777459844947,0.34945347905158997,0.003552777925506234,0.34945347905158997,0.58737373,0.34453627,0.04343438,0.09807321,-0.100557044,0.6638536,0.2,0.21428571428571427,0.9665522227040021,1.0753870129160885,0.044189653550650076,0.2509925210548153,0.046452929175944783,0.2332706494774609
2166,293 15 1368 4356 69,14,21 8314 21 366 15 1368 4356 507 27 9731 2 22 115 4356 1368 3639 27 822 38 54 91 1368 4356 20013,0,5,2,24,15,19,13,3,0.6,0.125,29,20,20,17,3.4,0.7083333,2,0.083333336,15,0.625,0.26086956,0.15,3,1,18,14,0.31578946,0.54517543,0.5906579,0.5,0.49,77,0.15430336,0.28045976,0.0,,,-0.0016031843842938542,0.3023155629634857,-0.0016031843842938542,0.3023155629634857,0.56791663,0.32201216,0.045482457,0.3221517,0.07560865,0.33569664,0.125,0.13793103448275862,1.293749991668979,1.3570374994165628,0.05352566609147102,0.20073382354536964,0.05583142846232844,0.1872949072901065
42,49954 744 2195 76 1463,1,97962 27 490836 3522 36 60 52 338 24885 37 1331 8693 35911 14176 2195,0,5,4,15,14,10,10,1,0.2,0.06666667,20,19,19,18,3.6,1.2,4,0.26666668,14,0.93333334,0.1,0.05263158,1,1,15,5,0.32967034,0.47751427,0.47751427,0.12,0.12,55,-0.8640988,0.24111111,0.0,,,,,,,0.47751427,0.22801988,0.0,-0.3720494,-0.10369185,0.9840988,0.06666666666666667,0.1,1.1760912590556813,1.2851863116816664,0.05760967881232536,0.17614986140342764,0.06151840784692577,0.16285312680241396
1132,58809 2997 2130 2402,3,58809 2997 65 27 2130 2402 65 27 198 103 104 16107 31 30 37,0,4,0,15,9,11,9,4,1.0,0.26666668,19,13,13,9,2.25,0.6,0,0.0,9,0.6,0.47058824,0.30769232,1,1,20,11,0.5063291,0.704661,1.0,0.46,0.46,39,-0.28426763,0.42105263,0.0,,,,,,,0.8523305,0.704661,0.295339,0.08786619,-0.13076311,0.74426764,0.13333333333333333,0.10526315789473684,1.1297789520304535,1.1398166798771452,0.050667236032521955,0.20936243943001367,0.0509805588700666,0.20666106908748444
1884,924 429334 1167 6104 1529 1393 10,6,924 429334 1167 6104 1529 27 19767 7771 49691 355 409 37 71 393 9616 10 70,1,7,1,17,11,10,10,6,0.85714287,0.3529412,24,18,18,12,1.7142857,0.7058824,1,0.05882353,11,0.64705884,0.5,0.33333334,1,1,33,26,0.6168224,0.75922257,1.0,0.55,0.55,41,-0.3040345,0.5714286,0.0,,,,,,,0.87961125,0.75922257,0.24077743,0.122982755,-0.16721898,0.85403454,0.058823529411764705,0.08333333333333333,1.2304489213782739,1.2798679098236123,0.05522661020150588,0.1844983218336961,0.05547089801493137,0.18183918924639475
2074,1635 733,7,3914 111 18791 37 64579 76 2789 672 733 359 27 508 3806 32 281,0,2,1,15,14,13,13,1,0.5,0.06666667,17,16,16,15,7.5,1.0,1,0.06666667,14,0.93333334,0.11764706,0.0625,2,1,8,4,0.22857143,0.36335126,0.36335126,0.18,0.18,54,-0.68313,0.16993465,0.0,,,,,,,0.36335126,0.13202414,0.0,-0.251565,-0.122963406,0.86313003,0.06666666666666667,0.11764705882352941,1.1760912590556813,1.211634546649275,0.05341498744967079,0.19022749040785292,0.05468003534467934,0.1867816483584531
266,8648 53,4,226 1130 8648 53 100 27 12004 2579 27 120 38 2432,0,2,0,12,9,10,9,2,1.0,0.16666667,14,11,11,9,4.5,0.75,0,0.0,9,0.75,0.30769232,0.18181819,1,1,7,7,0.25,0.49659863,0.49659863,0.38,0.38,42,-0.1490712,0.2857143,0.0,,,,,,,0.49659863,0.2466102,0.0,0.1154644,-0.056647055,0.5290712,0.16666666666666666,0.14285714285714285,1.0518148828054448,1.0640289459516976,0.04875644240159461,0.22963430246384253,0.0485892125360543,0.22650332094892076
637,12804 13543 105556,6,13543 12804 70868 85700 2220 1220 5698 131 37,0,3,1,9,7,6,6,2,0.6666667,0.22222222,12,10,10,8,2.6666667,0.8888889,1,0.11111111,7,0.7777778,0.33333334,0.2,2,1,12,7,0.3809524,0.6111111,0.65,0.38,0.38,34,-0.50917506,0.27037036,0.0,,,,,,,0.6305555,0.3972222,0.03888887,-0.06458753,-0.19348653,0.88917506,0.1111111111111111,0.16666666666666666,0.9542425094393248,1.0189752469148288,0.04811279480316258,0.21878939393931712,0.050083988064160694,0.2040356292495688
284,1544 4576 725 10,7,9311 39 725 33 1692 27 228 18753 14 19707 4576 27 17 3108 19707 9 7933 31,1,4,2,18,14,14,12,2,0.5,0.11111111,22,18,18,16,4.0,0.8888889,2,0.11111111,14,0.7777778,0.2,0.11111111,2,1,13,6,0.29213482,0.45081812,0.45081812,0.22,0.21,60,-0.5669467,0.24848485,0.0,,,-0.0025888881646096706,0.21213285624980927,-0.0025888881646096706,0.21213285624980927,0.45081812,0.20323698,0.0,-0.17847335,-0.1190588,0.77694666,0.1111111111111111,0.09090909090909091,1.2176437556453084,1.2755271262302104,0.054067450127471696,0.19484265218167388,0.05581114884223796,0.18736835945663674
1872,60917 15 53,17,910 7608 656 1708 15 53,1,3,1,6,4,3,3,2,0.6666667,0.33333334,9,7,7,5,1.6666666,0.8333333,1,0.16666667,4,0.6666667,0.44444445,0.2857143,1,1,10,6,0.5882353,0.54586625,0.54586625,0.47,0.47,13,-0.47140452,0.5555556,0.0,,,,,,,0.54586625,0.29796997,0.0,-0.0007022619,-0.22156012,0.9414045,0.16666666666666666,0.2222222222222222,0.7781512503836437,0.868233939249616,0.03821729361709541,0.2879994907001976,0.040794453265982134,0.2694135287191217
34,1322 279 1883 418 136237,5,1883 418 270 522 4896 2508 15 1343 1883 418 260 54957 279 27 175 15 40 4854,0,5,2,18,12,13,10,3,0.6,0.16666667,23,17,17,14,2.8,0.7777778,2,0.11111111,12,0.6666667,0.3,0.1764706,1,1,19,10,0.3838384,0.60030305,0.64027274,0.46,0.46,57,-0.07042952,0.3188406,0.0,,,,,,,0.6202879,0.3843577,0.039969683,0.19478524,-0.03239758,0.53042954,0.1111111111111111,0.13043478260869565,1.19506650597051,1.2701806300901055,0.052489115375966094,0.19567345080510715,0.05493937823862851,0.18363593791031352
807,99948 16853,1,99948 4008,0,2,1,2,1,0,0,1,0.5,0.5,4,3,3,2,1.0,1.0,1,0.5,1,0.5,0.5,0.33333334,1,1,7,6,0.6666667,0.77878785,0.9115152,0.5,0.5,5,-0.5,0.6111111,0.0,,,,,,,0.84515154,0.70987695,0.13272732,0.0,-0.25,1.0,0.5,0.5,0.3010299956639812,0.5017166594399686,0.025732775380513096,0.3926790969618271,0.03485351054492652,0.299078867767247
1968,17 40 8808 8 1658,3,160 92 36 24 9158 23 27 2399 15 46 14402 12 3885 727 1658 11,1,5,4,16,15,11,11,1,0.2,0.0625,21,20,20,19,3.8,1.1875,4,0.25,15,0.9375,0.0952381,0.05,2,1,14,5,0.36363637,0.4889186,0.5400267,0.12,0.11,47,-0.8660254,0.24973544,0.0,0.003552777459844947,0.34945347905158997,,,0.003552777459844947,0.34945347905158997,0.51447266,0.26402912,0.051108122,-0.3780127,-0.095262796,0.9760254,0.0625,0.09523809523809523,1.2041199826559248,1.3071677949507203,0.051386367263051264,0.2140867150456599,0.05323811174835758,0.20049813268638925
1492,24145 60 1016,14,60 24145 432 1016 19876 1314 94 11,0,3,0,8,5,5,5,3,1.0,0.375,11,8,8,5,1.6666666,0.625,0,0.0,5,0.625,0.54545456,0.375,4,1,11,6,0.4680851,0.69155353,0.69155353,0.61,0.61,23,-0.494876,0.36363637,0.0,,,,,,,0.69155353,0.4782463,0.0,0.05756201,-0.30187437,1.104876,0.125,0.18181818181818182,0.9030899869919435,0.9285064367842322,0.04475265859015207,0.24851224861733634,0.04522611557935534,0.2445102717057552
2315,6867 397 128 21921,3,3296 300 600 6867 3581 3709 3706 134 3 73 302,0,4,3,11,10,7,7,1,0.25,0.09090909,15,14,14,13,3.25,1.1818181,3,0.27272728,10,0.90909094,0.13333334,0.071428575,2,1,12,6,0.3809524,0.48215488,0.48215488,0.16,0.15,34,-0.8257228,0.2873016,0.0,,,0.001242185477167368,0.34857121109962463,0.001242185477167368,0.34857121109962463,0.48215488,0.23247333,0.0,-0.33786142,-0.12385843,0.9757228,0.09090909090909091,0.13333333333333333,1.0413926851582251,1.154589116508254,0.04682123220011033,0.22384536191058943,0.0516883061545288,0.1993344367594836
1112,109723 406,3,109723 406 27 81 1558 146 120 27 4294 35913 27 223 3436 2583 40 2 17 7,0,2,0,18,14,16,14,2,1.0,0.11111111,20,16,16,14,7.0,0.7777778,0,0.0,14,0.7777778,0.22222222,0.125,1,1,10,10,0.25,0.71428573,1.0,0.3,0.29,60,-0.09759001,0.2,0.0,,,0.000495428335852921,0.3182660937309265,0.000495428335852921,0.3182660937309265,0.85714287,0.71428573,0.28571427,0.096204996,-0.028301101,0.38759,0.16666666666666666,0.15,1.225452426683327,1.2335811677860047,0.05422552376529034,0.19742375050332153,0.053935488560994276,0.19890781174430547
463,44236 103966,5,170 5224 5134 171 44236 64460 25957 2763 1019 1168 2311 10394 1906 9912 3873,1,2,1,15,14,13,13,1,0.5,0.06666667,17,16,16,15,7.5,1.0,1,0.06666667,14,0.93333334,0.11764706,0.0625,2,1,11,6,0.25,0.41520467,0.41520467,0.18,0.18,65,-0.68313,0.20320855,0.0,,,,,,,0.41520467,0.17239492,0.0,-0.251565,-0.122963406,0.86313003,0.06666666666666667,0.11764705882352941,1.1760912590556813,1.211634546649275,0.060488277688714134,0.16871582621605097,0.061061933267886344,0.16571759869655822
2084,33885 394 571 2112 6788,4,76 2789 6788 3626 220 27 28212 829 6391,0,5,4,9,8,4,4,1,0.2,0.11111111,14,13,13,12,2.4,1.3333334,4,0.44444445,8,0.8888889,0.14285715,0.07692308,1,1,12,5,0.38709676,0.5561362,0.5561362,0.15,0.15,28,-0.84327406,0.29750568,0.0,,,,,,,0.5561362,0.30928746,0.0,-0.346637,-0.12649111,0.9932741,0.1111111111111111,0.14285714285714285,0.9542425094393248,1.122971882165624,0.044860797955671626,0.237342305614287,0.05234863457894015,0.19774196677261247
940,215 28628,10,439 3595 215 28628 10519 382,0,2,0,6,4,4,4,2,1.0,0.33333334,8,6,6,4,2.0,0.6666667,0,0.0,4,0.6666667,0.5,0.33333334,1,1,9,9,0.4864865,0.3690476,0.3690476,0.58,0.58,19,-0.494876,0.5,0.0,,,,,,,0.3690476,0.13619614,0.0,0.042561993,-0.28702807,1.074876,0.16666666666666666,0.25,0.7781512503836437,0.8027466551039498,0.04075030651973043,0.26394642725456857,0.04128068000645672,0.25808983896513754
267,55224 5602 761 34222,9,170 1016 171 55224 41 5237 497 33 74 15 4093 39 75494 30 37,0,4,3,15,14,11,11,1,0.25,0.06666667,19,18,18,17,4.25,1.1333333,3,0.2,14,0.93333334,0.10526316,0.055555556,3,1,14,6,0.35443038,0.48242068,0.48242068,0.13,0.13,46,-0.83666,0.23007518,0.0,,,,,,,0.48242068,0.23272972,0.0,-0.35333002,-0.1087658,0.96666,0.06666666666666667,0.10526315789473684,1.1760912590556813,1.2620297123048299,0.0511246337716035,0.2030236189784269,0.0550109757172565,0.18482207239440238
1807,93 37940 4495 2867,6,33209 524 6 4495 2867 143,0,4,2,6,4,2,2,2,0.5,0.33333334,10,8,8,6,1.5,1.0,2,0.33333334,4,0.6666667,0.4,0.25,1,1,14,10,0.6511628,0.686713,0.686713,0.45,0.41,13,-0.57735026,0.50714284,0.0,,,0.006066314876079559,0.37685567140579224,0.006066314876079559,0.37685567140579224,0.686713,0.47157472,0.0,-0.08367513,-0.2367136,0.9873502,0.16666666666666666,0.2,0.7781512503836437,0.9247425010840047,0.04264644553233446,0.25903091262289785,0.04727475971212904,0.2234501022516338
1630,16867 168876,2,4024 24 687 34 553 23 27 168876 211 102 48796 20536 31 797 37,0,2,1,15,14,13,13,1,0.5,0.06666667,17,16,16,15,7.5,1.0,1,0.06666667,14,0.93333334,0.11764706,0.0625,1,1,10,8,0.2739726,0.2996357,0.2996357,0.18,0.18,51,-0.68313,0.20588236,0.0,,,,,,,0.2996357,0.08978156,0.0,-0.251565,-0.122963406,0.86313003,0.06666666666666667,0.11764705882352941,1.1760912590556813,1.211634546649275,0.0509159957819481,0.21286992256476575,0.05175009555597313,0.2034033920870526
771,208093 863 15125 66,18,907 1737 24 5504 23 35330 4283 301 428 1347 13104 11 9886 176 94,0,4,4,15,15,11,11,0,0.0,0.0,19,19,19,19,4.75,1.2666667,4,0.26666668,15,1.0,0.0,0.0,2,1,13,2,0.31325302,0.46747077,0.46747077,0.0,0.0,51,-1.0,0.2150376,0.0,,,,,,,0.46747077,0.21852891,0.0,-0.5,-0.0,1.0,0.06666666666666667,0.05263157894736842,1.1760912590556813,1.2787536009528289,0.053070591896061406,0.1942108984980344,0.05969736865578743,0.16686697726241406
907,12688 15 471 10,4,379 9609 18 12688 15 471 19,0,4,1,7,4,3,3,3,0.75,0.42857143,11,8,8,5,1.25,0.71428573,1,0.14285715,4,0.5714286,0.54545456,0.375,1,1,14,14,0.6666667,0.4962963,0.4962963,0.57,0.57,13,-0.37796447,0.6363636,0.0,,,,,,,0.4962963,0.24631001,0.0,0.09601776,-0.21543974,0.94796443,0.14285714285714285,0.18181818181818182,0.8450980400142568,0.9285064367842322,0.040808634930174205,0.26806090876412897,0.04266067948914314,0.2557234870916697
457,11059 16676 12773 2707 90662,7,22 39 522 13905 3702 36 11059 16676 12773 90662 37564 2543 27 2273 27414 36 17 52694,0,5,1,18,13,13,12,4,0.8,0.22222222,23,18,18,14,2.8,0.7777778,1,0.055555556,13,0.7222222,0.36363637,0.22222222,3,1,24,18,0.42857143,0.53174603,0.53174603,0.4,0.4,60,-0.3721042,0.3478261,0.0,,,,,,,0.53174603,0.28275385,0.0,0.013947904,-0.14884168,0.7721042,0.1111111111111111,0.08695652173913043,1.2375648582995424,1.278108392777598,0.055788453261298755,0.1846416603065458,0.055963964400837625,0.18128726303190146
355,96211 2804 498,5,96211 148526 21 138 1862 37,0,3,2,6,5,3,3,1,0.33333334,0.16666667,9,8,8,7,2.3333333,1.1666666,2,0.33333334,5,0.8333333,0.22222222,0.125,2,1,10,6,0.4878049,0.70073754,0.88029504,0.24,0.24,18,-0.74535596,0.37037036,0.0,,,,,,,0.79051626,0.6168558,0.1795575,-0.25267798,-0.17888543,0.985356,0.16666666666666666,0.2222222222222222,0.7781512503836437,0.9166137599813273,0.04022580499783104,0.2759813362870922,0.0456008541386109,0.2336939069004983
2219,53036 16693,2,8160 1707 413 2288 17953 21210 784 36 13445 33 53036 3774 2035 69151 56552,0,2,1,15,14,13,13,1,0.5,0.06666667,17,16,16,15,7.5,1.0,1,0.06666667,14,0.93333334,0.11764706,0.0625,3,1,10,6,0.23529412,0.407371,0.407371,0.18,0.18,64,-0.68313,0.16470589,0.0,,,,,,,0.407371,0.16595115,0.0,-0.251565,-0.122963406,0.86313003,0.06666666666666667,0.11764705882352941,1.1760912590556813,1.211634546649275,0.05909670102413248,0.1696658425124261,0.06019652257915951,0.165767212363515
1744,52 7297 21793,1,50695 45383 9871 21 8124 15 2753 34 58 55 13593 37 4073 157 25 111 13 12522 30 37 52 21793 144 35822 3350 15 21793 205 81 15 37,1,3,1,31,24,28,23,2,0.6666667,0.06451613,34,27,27,25,8.333333,0.8064516,1,0.032258064,24,0.7741935,0.13793103,0.074074075,1,1,12,6,0.17142858,0.41362557,0.472263,0.26,0.26,115,-0.08873565,0.14379086,0.0,,,,,,,0.4429443,0.19534005,0.05863744,0.085632175,-0.023071267,0.34873563,0.0967741935483871,0.08823529411764706,1.4430819820995298,1.4673161851969605,0.06098015783708523,0.1641859496988614,0.062445800946765176,0.1594630078814076
